,var_0000,var_0001,var_0002,var_0003,var_0004,var_0005,var_0006,class
110,0.5909449999999999,0.50931,0.817809,0.458491,0.748696,0.100895,0.2264719999999999,0
111,0.601346,0.5160859999999999,0.505909,0.343287,0.625343,0.0771299999999999,0.404462,0
112,0.584472,0.708856,0.815839,0.437554,0.6340060000000001,0.025232,0.179335,0
113,0.5382979999999999,0.446219,0.879743,0.266686,0.7773869999999999,0.090947,0.247083,0
114,0.470606,0.487647,0.706242,0.454735,0.918759,0.275552,0.0,0
115,0.691802,0.6013390000000001,0.851353,0.149311,0.531351,0.0,0.396119,0
116,0.67378,0.50907,0.0,0.323405,0.25417,0.029994,0.734364,0
117,0.499642,0.420955,0.848091,0.286389,0.8049430000000001,0.081259,0.241846,0
118,0.5008229999999999,0.437408,0.747607,0.295786,0.765895,0.0813509999999999,0.290564,0
119,0.467595,0.325631,0.78447,0.315272,0.8454520000000001,0.096647,0.28235,0
120,0.329971,0.700944,0.0,0.5763119999999999,0.636026,0.0,0.251775,0
121,0.509594,0.317718,0.407607,0.468763,0.753976,0.09378,0.419824,0
122,0.568988,0.68299,0.830332,0.0,0.542078,0.004712,0.325464,0
123,0.5556,0.418075,0.832224,0.309189,0.7819470000000001,0.091068,0.272553,0
124,0.418806,0.03328,0.0,0.140033,0.462815,0.0,0.816973,0
125,0.643242,0.4763979999999999,0.859157,0.178578,0.641152,0.036316,0.378976,0
126,0.3693059999999999,0.6572439999999999,0.0,0.6167090000000001,0.633247,0.0,0.291479,0
127,0.770829,0.4257979999999999,0.0,0.840095,0.7148680000000001,0.997147,0.151672,0
128,0.439325,0.0,0.0,0.134433,0.442051,0.0,0.843725,0
129,0.431938,0.32379,0.766652,0.251605,0.8575459999999999,0.087017,0.27631,0
130,0.53694,0.344995,0.810984,0.284567,0.8173819999999999,0.097191,0.294851,0
131,0.483303,0.4339159999999999,0.781714,0.28625,0.80687,0.106222,0.2397679999999999,0
132,0.396374,0.69077,0.0,0.656934,0.596565,0.0077519999999999,0.299624,0
133,0.497393,0.3552329999999999,0.795818,0.2896579999999999,0.8215129999999999,0.087575,0.285747,0
134,0.416929,0.371225,0.746713,0.38219,0.835924,0.010874,0.2617239999999999,0
135,0.695235,0.563455,0.8246389999999999,0.127539,0.555585,0.003162,0.4057,0
136,0.487145,0.601029,0.0,0.4560189999999999,0.7975409999999999,0.2200619999999999,0.092204,0
137,0.589695,0.561443,0.7943979999999999,0.325246,0.6887850000000001,0.088152,0.263584,0
138,0.424035,0.502912,0.389965,0.444816,0.7514850000000001,0.0,0.2872139999999999,0
139,0.692449,0.635301,0.8605149999999999,0.182721,0.55101,0.023784,0.346901,0
140,0.4851939999999999,0.338403,0.7655310000000001,0.2978099999999999,0.852132,0.0936309999999999,0.268776,0
141,0.426506,0.006813,0.3733869999999999,0.374933,0.8165939999999999,0.0898419999999999,0.548543,0
142,0.4796479999999999,0.364498,0.770594,0.354882,0.8540459999999999,0.093712,0.241468,0
143,0.506957,0.437101,0.770133,0.367856,0.802942,0.1048819999999999,0.239511,0
144,0.608561,0.473263,0.7474270000000001,0.404715,0.714855,0.089948,0.311933,0
145,0.464218,0.596442,0.0,0.209942,0.441934,0.015535,0.542609,0
146,0.480758,0.307063,0.7786310000000001,0.312678,0.845874,0.088939,0.297517,0
147,0.384776,0.552856,0.0,0.528412,0.7203149999999999,0.0,0.279496,0
148,0.498834,0.326843,0.797762,0.298503,0.8325469999999999,0.092237,0.294522,0
149,0.479018,0.434006,0.631061,0.267814,0.75563,0.0857899999999999,0.322488,0
150,0.499737,0.407549,0.787149,0.3256179999999999,0.796949,0.0875919999999999,0.27144,0
151,0.516543,0.4295529999999999,0.0,0.3311989999999999,0.444779,0.0515669999999999,0.6371220000000001,0
152,0.611627,0.4705439999999999,0.7738010000000001,0.3200639999999999,0.701333,0.086756,0.32891,0
153,0.462576,0.393155,0.617081,0.297148,0.787443,0.07945,0.320552,0
154,0.396393,0.5840350000000001,0.0,0.701805,0.6555770000000001,0.006204,0.322428,0
155,0.559284,0.378925,0.801516,0.2312429999999999,0.758191,0.100524,0.337225,0
156,0.445559,0.359779,0.785949,0.3625489999999999,0.867877,0.1074599999999999,0.224977,0
157,0.4353229999999999,0.3972489999999999,0.756698,0.338327,0.855261,0.094912,0.215319,0
158,0.442821,0.277591,0.763555,0.4694279999999999,0.913724,0.098059,0.235352,0
159,0.4754489999999999,0.349179,0.778877,0.396366,0.8682340000000001,0.099892,0.232863,0
160,0.527227,0.4284729999999999,0.7823479999999999,0.395523,0.8027380000000001,0.106609,0.243332,0
161,0.507912,0.397575,0.7426189999999999,0.265599,0.781846,0.089104,0.306207,0
162,0.591708,0.475289,0.757518,0.370902,0.716276,0.091402,0.3090219999999999,0
163,0.477049,0.334051,0.76522,0.279758,0.84562,0.095153,0.28018,0
164,0.5735859999999999,0.440639,0.760317,0.342854,0.760079,0.080197,0.29004,0
165,0.479046,0.426726,0.770035,0.256084,0.7911100000000001,0.078037,0.268879,0
166,0.35684,0.5430010000000001,0.0,0.736909,0.69166,0.006179,0.3154679999999999,0
167,0.456319,0.449434,0.779971,0.37184,0.8185640000000001,0.060786,0.209334,0
168,0.4402529999999999,0.320077,0.775922,0.278584,0.869654,0.090184,0.262444,0
169,0.495555,0.438735,0.749682,0.277775,0.791251,0.092286,0.260617,0
170,0.515273,0.346053,0.777602,0.548135,0.863624,0.1081309999999999,0.230353,0
171,0.459787,0.517479,0.7736460000000001,0.285545,0.761141,0.0576879999999999,0.223982,0
172,0.442959,0.297568,0.631711,0.421653,0.884864,0.113589,0.276465,0
